ID,gender,race,ethnicity,age years,ages,genders,baths,lot,dishwash,cwasher,swim
96,F,W,N,32,353201..................................,MFF.................,1,44000,0,0,0
97,F,B,N,22,434122211408............................,MFFFFF..............,1,-6,0,0,0
102,F,W,N,50,39340150................................,MFMF................,1,352000,1,1,0
104,F,W,N,58,58......................................,F...................,1,1100,0,1,0
110,F,O,M,8,55320806................................,MFFM................,1,-6,1,0,0
111,F,B,N,51,51180600................................,FFMF................,2,88000,1,1,0
113,F,W,N,51,5119....................................,FF..................,2,-6,1,0,0
118,F,W,N,44,46441815................................,MFMF................,3,44000,1,1,0
121,F,W,N,52,5254....................................,FM..................,2,64240,1,1,0
124,F,W,N,25,2325252423..............................,FFFFF...............,1,11000,1,1,0
127,F,W,N,27,2827....................................,FF..................,1,-6,0,1,0
129,F,W,N,7,3815070439..............................,FFFMM...............,1,17000,1,1,0
132,F,W,M,32,323308..................................,FMF.................,1,132000,1,1,0
135,F,W,O,68,6862....................................,FM..................,1,-6,1,0,0
137,F,B,N,1,5048151311080301........................,MFFMFFFF............,1,32000,0,1,0
138,F,W,N,3,484103..................................,MFF.................,2,10000,1,1,0
139,F,B,N,26,260224..................................,FMM.................,1,-6,1,1,0
140,F,B,N,38,2138....................................,FF..................,1,-6,1,1,0
143,F,W,N,14,40321403................................,MFFF................,1,5500,0,1,0
146,F,A,N,41,4341232114..............................,MFMMM...............,1,5500,1,1,0
149,F,W,N,31,323100..................................,MFM.................,2,5000,0,1,1
150,F,B,N,15,4415....................................,FF..................,1,-6,1,1,0
153,F,W,N,22,6162262284..............................,MFMFF...............,3,308000,1,1,0
154,F,W,N,63,6364....................................,FM..................,3,15000,0,1,0
162,F,B,N,20,5920....................................,FF..................,1,-6,1,1,0
171,F,W,N,34,403405..................................,MFF.................,1,-6,0,1,0
173,F,B,N,41,4135201913..............................,FMFMM...............,1,264000,0,1,0
174,F,W,N,25,65272522................................,FFFM................,1,9660,0,1,0
175,F,W,N,24,202402..................................,MFF.................,2,5000,0,1,0
181,F,W,N,59,575916..................................,MFM.................,2,1250,0,1,0
188,F,W,N,7,3707....................................,FF..................,2,132000,0,1,0
189,F,W,N,42,454222..................................,MFM.................,1,5500,1,1,0
190,F,W,N,9,3909070334..............................,MFFFF...............,1,8000,0,1,0
193,F,W,O,53,59532119................................,MFFM................,1,44000,1,1,0
194,F,W,N,23,6751282623..............................,MFFMF...............,2,111320,1,1,0
195,F,W,N,42,434219171510............................,MFMFFM..............,2,9100,1,1,0
198,F,W,O,37,370660..................................,FFF.................,1,600,1,1,2
202,F,W,N,53,4853....................................,MF..................,1,44000,1,1,0
203,F,W,N,9,42390906................................,MFFF................,2,33000,1,1,0
205,F,W,N,19,45231913................................,FMFM................,2,2274,1,1,3
206,F,W,N,32,3215110348..............................,FMFFM...............,2,44000,1,1,0
209,F,W,N,34,3436121109..............................,FMMMF...............,2,5500,1,1,0
210,F,W,N,37,403714110817............................,FFMMMM..............,2,6000,1,1,0
212,F,W,N,35,263535..................................,MFM.................,2,-6,1,1,0
214,F,O,N,0,262700..................................,FMF.................,1,9000,1,1,2
215,F,B,N,66,6666....................................,FM..................,1,7200,1,1,0
216,F,W,N,62,6662....................................,MF..................,3,132000,1,1,0
217,F,B,N,41,414106..................................,MFF.................,1,-6,0,1,0
218,F,W,N,55,5556....................................,FM..................,2,5000,1,1,0
219,F,W,N,39,394100..................................,FMF.................,1,-6,0,0,0
221,F,W,N,51,4951....................................,MF..................,1,10000,0,1,0
222,F,W,N,38,4438171307..............................,MFMMF...............,1,44000,0,1,0
223,F,W,N,26,2726....................................,MF..................,2,-6,1,1,0
231,F,W,N,49,4947....................................,FM..................,2,5000,1,1,1
232,F,W,N,58,5852....................................,FM..................,2,6875,0,1,0
235,F,W,N,36,7336....................................,FF..................,3,5500,1,1,0
237,F,W,N,2,32280200................................,MFFF................,2,44000,1,1,2
239,F,W,N,46,4650....................................,FM..................,1,6000,0,1,0
246,F,W,M,37,37340601................................,FMFF................,3,38500,1,1,0
248,F,B,N,27,2706....................................,FM..................,1,22000,0,1,0
253,F,A,N,38,38......................................,F...................,2,9775,1,1,0
254,F,W,N,53,875327..................................,MFF.................,3,5000,1,1,0
255,F,W,N,52,8052....................................,FF..................,4,11000,1,1,0
257,F,W,M,16,353616120908............................,FMFMMF..............,2,33000,0,1,0
262,F,W,N,38,3840....................................,FM..................,2,6000,0,1,0
264,F,W,N,53,5357....................................,FM..................,2,33000,1,1,1
265,F,W,N,50,6050....................................,MF..................,2,220000,0,1,0
267,F,W,N,67,7267....................................,MF..................,3,66000,1,1,2
269,F,W,N,47,534710..................................,MFM.................,3,44000,1,1,1
274,F,W,N,20,4620....................................,FF..................,1,44000,1,1,0
278,F,O,N,35,376435..................................,MFF.................,2,44000,1,1,0
281,F,W,N,48,48481511................................,FMMF................,2,6250,0,1,0
284,F,W,N,40,40441309................................,FMFM................,2,16000,1,1,0
285,F,O,M,50,6050....................................,MF..................,2,-6,0,0,0
288,F,W,N,64,646438..................................,MFM.................,3,14000,1,1,0
289,F,W,O,55,5184735528..............................,MFMFM...............,2,6000,1,1,0
291,F,W,N,55,5568....................................,FM..................,2,999998,1,1,0
295,F,W,N,36,3634....................................,FM..................,3,176000,1,1,0
296,F,W,O,61,6361....................................,MF..................,1,-6,1,1,0
301,F,W,M,8,4744232211080539........................,MFFMMFFM............,2,1200,1,1,0
304,F,W,N,68,687035..................................,FMM.................,3,220000,1,1,0
305,F,W,N,56,566515..................................,FMM.................,2,10000,1,1,0
306,F,W,N,23,2326....................................,FM..................,2,33000,1,1,1
309,F,B,N,69,30310369................................,MFMF................,1,-6,0,0,0
315,F,B,N,57,5750....................................,FM..................,2,44000,1,1,0
316,F,W,N,18,18212020191818181818....................,MFMMFMFFFF..........,2,999998,1,1,0
317,F,A,N,46,42460903................................,MFFF................,3,-6,1,1,0
318,F,W,M,49,5849221826..............................,MFMMF...............,1,4200,0,1,0
319,F,A,N,19,491944..................................,MFF.................,1,-6,1,1,0
320,F,W,M,28,282802..................................,MFM.................,3,220000,1,1,0
322,F,W,N,70,704835..................................,FFF.................,2,22000,0,1,0
323,F,W,N,10,364011081210............................,FMMMMF..............,4,33000,1,1,0
325,F,B,N,59,59......................................,F...................,1,-6,1,1,0
326,F,N,N,0,26040026................................,FMFM................,2,22000,0,1,0
332,F,W,N,30,2630....................................,MF..................,2,8070,1,1,0
333,F,W,O,60,542931070360............................,FFMFFF..............,1,8700,1,1,0
334,F,W,N,16,65161410................................,FFMF................,1,2500,0,1,0
335,F,W,N,48,48......................................,F...................,1,-6,0,1,0
338,F,W,N,43,4845066443131005........................,FMFFFFMF............,1,44000,0,1,0
340,F,W,M,60,6039151337171264........................,FMMMMMFM............,1,-6,0,0,0
342,F,W,O,4,43430804................................,MFFF................,2,44000,0,1,0
344,F,W,N,22,47492218................................,MFFF................,1,44000,1,1,0
349,F,B,N,51,5123....................................,FM..................,2,30000,1,1,0
353,F,B,N,17,3417....................................,FF..................,1,7200,0,1,0
355,F,B,N,29,290702..................................,FFM.................,1,44000,0,1,0
357,F,W,O,51,4951....................................,MF..................,1,132000,1,1,0
362,F,B,N,33,331612030100............................,FFMMFF..............,1,-6,0,1,0
367,F,O,N,43,504315..................................,MFM.................,2,88000,1,1,0
370,F,W,N,60,6060....................................,MF..................,2,5500,0,1,0
371,F,B,N,31,3231....................................,MF..................,2,63750,0,1,0
372,F,W,N,49,5149....................................,MF..................,2,15000,1,1,0
376,F,W,N,17,484717..................................,MFF.................,3,9462,1,1,0
377,F,W,N,0,312500..................................,MFF.................,1,5500,0,1,0
382,F,B,N,29,41290906030100..........................,MFMFMFF.............,1,-6,1,0,0
383,F,O,M,53,53261952................................,FFFM................,2,77000,1,1,0
384,F,W,N,39,39480804................................,FMFF................,2,2000,1,1,0
385,F,A,N,65,6765....................................,MF..................,1,-6,1,1,0
386,F,W,N,30,3033....................................,FM..................,2,11500,1,1,0
387,F,W,N,8,40351009080706030201....................,FMMMFMFMFM..........,2,44000,0,1,0
389,F,W,N,69,69......................................,F...................,2,57200,1,1,0
392,F,W,N,58,5857....................................,FM..................,2,30000,1,1,1
393,F,W,N,3,36340603................................,FMFF................,2,44000,1,1,0
394,F,W,N,51,51542118................................,FMMM................,5,30000,0,1,0
398,F,W,N,15,45461512................................,FMFF................,2,1800,1,1,0
401,F,W,N,7,35340907................................,FMFF................,1,2200,1,1,0
402,F,W,N,49,44492117................................,MFMF................,3,-6,1,1,0
408,F,W,N,4,38320904................................,MFMF................,2,44000,0,1,0
410,F,W,N,43,554317..................................,MFM.................,2,242000,1,1,0
411,F,W,N,59,5951....................................,FM..................,2,15725,1,1,0
412,F,W,N,11,7113110742..............................,MFFMF...............,1,22000,1,1,0
414,F,W,N,34,633429..................................,FFM.................,2,44000,1,1,2
416,F,W,N,65,6546....................................,FF..................,2,33000,1,1,2
417,F,O,O,42,704205..................................,MFF.................,1,44000,1,1,0
419,F,W,N,37,4337....................................,MF..................,2,-6,1,1,0
423,F,W,N,1,280127..................................,FFM.................,1,44000,0,1,0
427,F,W,M,2,5346251802..............................,FMFMF...............,1,5500,0,1,0
428,F,W,N,2,410702..................................,FMF.................,3,7000,0,0,0
432,F,W,O,40,4011090200..............................,FMMFM...............,3,44000,1,1,0
436,F,W,N,64,6474....................................,FM..................,2,12000,1,1,3
438,F,W,N,55,5510....................................,FF..................,2,220000,0,1,0
439,F,W,M,2,3330070502..............................,MFMMF...............,2,5500,1,1,2
442,F,W,N,48,48......................................,F...................,1,-6,1,0,1
445,F,W,N,66,66734442................................,FMMF................,2,1550,1,1,0
446,F,B,N,8,350803..................................,FFM.................,1,-6,0,0,0
449,F,W,O,60,6058....................................,FM..................,1,-6,0,0,0
450,F,W,N,19,735919..................................,MFF.................,1,440000,1,1,0
454,F,W,N,11,33320311................................,MFFF................,2,11000,0,1,0
455,F,W,N,13,656041231513110300......................,MFFMMFFFM...........,1,44000,0,0,0
457,F,W,N,13,521513..................................,MFF.................,1,-6,0,1,0
463,F,W,N,7,40451711080706..........................,FMFMMFM.............,1,9600,0,1,0
464,F,N,N,45,49452523................................,MFFM................,2,-6,1,1,0
465,F,W,N,59,6059....................................,MF..................,2,5500,0,1,0
466,F,B,N,66,69664631................................,MFMM................,1,5500,1,1,0
467,F,W,N,33,332801..................................,FMF.................,2,2000,1,1,0
468,F,W,N,63,6394....................................,FF..................,1,5500,1,1,0
471,F,W,N,54,57541723................................,MFFM................,2,11000,0,1,0
472,F,W,N,60,6360....................................,MF..................,2,11000,1,1,0
474,F,W,N,47,474725..................................,MFF.................,1,9000,1,1,2
480,F,W,N,61,6114....................................,FF..................,2,132000,1,1,0
483,F,W,N,27,2727....................................,MF..................,2,-6,0,1,0
485,F,W,M,7,524407..................................,MFF.................,1,560,1,1,2
486,F,W,N,28,2827....................................,FM..................,2,132000,0,1,0
487,F,W,N,19,192019..................................,FFF.................,1,-6,1,1,0
491,F,W,N,17,414517..................................,MFF.................,2,44000,0,1,0
494,F,B,N,59,59......................................,F...................,1,-6,0,0,0
495,F,O,O,22,66462218................................,FFFF................,1,-6,0,1,0
496,F,W,N,22,222220..................................,MFF.................,1,-6,0,0,0
500,F,W,N,43,45432013................................,MFMM................,2,440000,1,1,0
501,F,W,N,27,30270601................................,MFFF................,2,-6,0,1,0
502,F,W,N,59,59583333................................,FMFM................,2,33000,1,1,2
503,F,A,N,60,60......................................,F...................,1,11000,1,1,0
504,F,W,N,38,38171513................................,FMFM................,1,-6,0,1,0
505,F,W,N,1,393601..................................,MFF.................,1,-6,1,1,0
506,F,W,N,17,3213071760..............................,FMFFF...............,1,5500,1,1,0
508,F,W,N,47,4746221007..............................,FMFMF...............,1,22000,1,1,0
509,F,W,N,61,61......................................,F...................,2,-6,1,0,0
510,F,W,N,8,53541108................................,FMMF................,1,-6,1,1,0
512,F,W,N,13,441613..................................,FFF.................,2,5000,1,1,0
513,F,O,M,7,53281007................................,FMFF................,1,3000,0,1,0
514,F,W,N,59,735932..................................,MFF.................,1,176000,1,1,0
515,F,W,N,41,411412..................................,FMF.................,1,44000,0,0,0
517,F,W,N,48,4448....................................,MF..................,3,44000,1,1,0
519,F,W,M,3,474323030226............................,MFFFFM..............,1,44000,0,0,0
520,F,W,N,54,56541815................................,MFFF................,1,10000,1,1,0
521,F,A,N,27,585227..................................,MFF.................,1,-6,0,0,0
522,F,W,N,56,5660....................................,FM..................,2,10500,1,1,0
523,F,W,N,69,7369....................................,MF..................,1,-6,1,0,0
524,F,W,N,65,65......................................,F...................,2,220000,0,1,0
526,F,W,N,42,424618171262............................,FMFMMF..............,1,7200,0,1,0
527,F,W,N,8,625318110908............................,MFFMFF..............,2,308000,1,1,0
528,F,W,N,46,454618..................................,MFM.................,2,220000,1,1,2
529,F,W,N,4,26280401................................,MFFM................,1,382800,0,0,0
531,F,W,M,53,51532416................................,MFFF................,2,7500,0,1,0
533,F,W,N,21,44442119................................,FMFM................,3,1500,1,1,0
535,F,O,M,4,5351312412100400........................,MFFFMFFM............,2,14400,1,1,3
537,F,W,N,36,361813080126............................,FMFFFM..............,1,27000,0,0,0
538,F,W,N,27,2827....................................,MF..................,1,8000,0,1,2
540,F,W,N,8,29350804................................,FMFF................,1,132000,0,1,1
541,F,W,N,65,6570....................................,FM..................,1,-6,0,1,0
543,F,W,M,0,40360500................................,MFMF................,2,1000,0,1,0
545,F,W,N,43,775243..................................,FMF.................,2,176000,1,1,0
548,F,W,N,21,7068211917070605044621..................,MFMFMFFFMFF.........,1,5000,1,1,0
551,F,W,N,25,735755262521180706036029................,FFFFFMMFFMMM........,1,5000,0,1,0
552,F,O,N,9,441817110905............................,FFFFFF..............,1,11000,1,1,0
556,F,W,N,38,66653817................................,FMFM................,3,14000,1,1,0
561,F,W,N,53,536027..................................,FMF.................,2,11000,1,1,0
562,F,W,N,23,4423....................................,FF..................,1,-6,0,0,0
563,F,W,N,22,536022..................................,FMF.................,2,44000,1,1,0
565,F,W,N,11,4645181611..............................,MFMMF...............,2,88000,1,1,0
566,F,W,N,69,69435822................................,FFFF................,2,7000,0,1,0
567,F,W,N,57,575987..................................,FFF.................,2,44000,1,1,0
568,F,B,N,47,5647....................................,MF..................,2,13200,1,1,0
572,F,W,N,16,524916..................................,MFF.................,3,5500,1,1,0
573,F,W,N,15,49401512................................,FMFM................,2,44000,1,1,0
576,F,W,N,1,24040123................................,MMFF................,1,2250,0,1,0
578,F,W,N,48,55481816................................,MFFM................,2,8000,1,1,0
579,F,O,O,0,351612090022............................,FMMMFM..............,1,2100,0,1,0
580,F,W,N,33,3111033313..............................,MFMFF...............,2,-6,0,1,0
582,F,W,N,18,52501816................................,MFFF................,2,44000,1,1,0
586,F,W,N,9,505409..................................,MFF.................,2,8000,1,1,0
589,F,W,N,51,595107..................................,MFF.................,2,176000,1,1,0
592,F,W,N,61,6164....................................,FM..................,2,6000,1,1,3
593,F,O,N,18,4141191805..............................,FMMFF...............,2,11000,0,1,2
595,F,W,N,12,434015120868............................,MFFFFM..............,2,7000,1,1,0
596,F,W,N,25,2529....................................,FM..................,1,-6,0,0,0
597,F,O,O,20,5666201558..............................,FMFFM...............,1,-6,1,1,0
598,F,O,O,60,6062....................................,FM..................,2,11000,1,1,0
599,F,W,M,42,18120742................................,FMFF................,2,30000,0,1,0
601,F,W,N,29,3029....................................,MF..................,1,-6,0,1,0
602,F,W,N,49,4962290906..............................,FMFMF...............,2,1536,1,1,0
603,F,W,N,65,65......................................,F...................,2,-6,1,1,0
605,F,B,N,42,423018070119............................,FMFFFM..............,2,88000,0,1,0
611,F,W,O,57,3138050057..............................,FMMMF...............,2,-6,0,0,0
612,F,W,N,52,5052....................................,FF..................,2,5000,1,1,1
614,F,W,O,57,57191860................................,FMMM................,1,-6,1,0,0
615,F,A,N,66,6766....................................,MF..................,3,-6,1,1,0
617,F,W,N,41,41431612094069..........................,FMFFFMM.............,2,88000,1,1,1
618,F,W,N,25,3425....................................,MF..................,1,-6,1,1,0
622,F,W,N,49,494818..................................,FMM.................,3,6400,1,1,0
623,F,W,N,64,6467....................................,FM..................,1,7500,1,1,0
624,F,W,N,3,36330301................................,MFFF................,1,8000,1,1,0
630,F,W,M,35,353917131204............................,FMFFMM..............,1,5500,0,1,1
635,F,W,N,38,381139..................................,FFM.................,1,6000,1,1,1
636,F,W,N,52,5255....................................,FM..................,2,3900,1,1,0
639,F,W,M,2,2204020021..............................,MFFMF...............,2,22000,0,1,0
642,F,W,N,64,6464....................................,MF..................,2,2200,0,1,0
643,F,W,N,55,6655....................................,MF..................,2,44000,0,1,0
645,F,W,N,0,26060020................................,MMFF................,3,13200,0,1,0
648,F,W,N,20,212020..................................,FFF.................,1,-6,0,0,0
649,F,B,N,7,4543110907..............................,MFMFF...............,2,10500,1,1,0
653,F,W,N,46,46......................................,F...................,1,10000,1,1,0
655,F,W,N,27,2827....................................,MF..................,1,-6,0,1,0
658,F,W,N,68,6838....................................,FM..................,3,220000,1,1,0
661,F,W,N,53,53......................................,F...................,1,11000,1,1,1
663,F,W,N,1,555832020128............................,FMMMFF..............,2,24672,1,1,0
664,F,A,N,13,42451312................................,MFFF................,3,44000,1,1,0
666,F,W,N,1,303201..................................,FMF.................,2,16000,1,1,0
669,F,P,N,18,3839222118..............................,MFFMF...............,2,8778,0,1,0
675,F,W,N,50,5065....................................,FM..................,2,19800,1,1,0
677,F,W,N,60,5760....................................,MF..................,1,-6,0,1,0
679,F,W,N,50,6750....................................,FF..................,1,-6,0,1,0
681,F,A,N,5,51510905................................,MFFF................,2,-6,1,1,0
682,F,W,N,33,33450012................................,FMFM................,3,5000,1,1,0
683,F,W,N,35,4135....................................,MF..................,3,15000,0,1,0
685,F,W,N,44,4444171513..............................,FMFMM...............,1,5850,1,1,0
686,F,W,N,10,3810....................................,MF..................,2,88000,0,0,0
688,F,W,N,57,5857....................................,MF..................,2,44000,1,1,0
689,F,B,N,18,666418..................................,MFF.................,1,44000,0,1,0
693,F,W,N,21,323916101921............................,FMMFMF..............,2,22000,1,1,0
695,F,W,N,28,262728..................................,MMF.................,2,11000,1,1,0
697,F,W,N,38,38380200................................,MFMF................,2,7500,1,1,0
700,F,B,N,25,4525....................................,FF..................,1,-6,0,0,0
701,F,W,O,63,393913110763............................,MFMMMF..............,1,12000,0,0,0
703,F,W,N,26,3226....................................,MF..................,2,176000,0,1,0
704,F,W,N,63,63......................................,F...................,1,-6,1,1,0
705,F,B,N,40,40......................................,F...................,1,-6,0,0,0
707,F,W,O,26,56532619................................,MFFM................,1,22000,1,1,0
708,F,B,N,49,5249171411..............................,MFMMF...............,3,73040,1,1,0
709,F,W,N,55,5528....................................,FM..................,1,-6,1,1,0
710,F,A,N,36,37360705................................,MFFM................,1,3750,0,1,0
711,F,B,N,44,7944....................................,FF..................,1,13280,1,1,0
712,F,W,M,25,25260200................................,FMMM................,1,-6,0,0,0
713,F,W,N,8,3135120908..............................,FMMFF...............,2,88000,0,1,0
719,F,W,N,53,53......................................,F...................,2,44000,0,1,0
720,F,W,N,66,6668....................................,FM..................,1,44000,1,1,0
723,F,W,M,16,7170481816..............................,MFFMF...............,2,3165,1,1,0
724,F,W,N,32,333200..................................,MFM.................,1,8750,1,1,0
725,F,W,N,65,6565....................................,FM..................,2,264000,0,1,0
729,F,B,N,49,4917....................................,FM..................,1,-6,0,0,0
730,F,W,N,18,53582118................................,FMFF................,2,-6,1,1,1
732,F,W,N,8,431108..................................,FFF.................,1,7500,1,1,0
733,F,W,O,43,431409..................................,FMF.................,2,-6,1,0,0
739,F,B,N,22,552201..................................,FFM.................,2,-6,0,0,0
740,F,W,M,23,47472316................................,MFFM................,1,44000,1,1,0
741,F,W,N,11,5545161311..............................,MFFFF...............,4,220000,1,1,0
744,F,A,N,47,6047....................................,MF..................,2,6400,1,1,0
745,F,W,N,31,3631....................................,MF..................,1,-6,1,1,0
746,F,B,N,31,3133....................................,FM..................,1,-6,0,0,0
748,F,W,N,52,55523027................................,MFMM................,2,88000,1,1,0
752,F,W,N,24,242424..................................,FFF.................,2,9000,0,1,0
753,F,B,N,59,5914....................................,FM..................,1,1178,0,1,0
755,F,N,M,62,226222..................................,FFM.................,2,-6,1,1,0
756,F,W,N,7,36300907060603..........................,MFFFFFM.............,1,8546,1,1,2
757,F,W,M,8,3636080504..............................,MFFFM...............,1,-6,0,1,0
759,F,W,N,51,512519..................................,FMM.................,1,1400,0,1,0
761,F,W,N,51,5151....................................,MF..................,2,5600,1,1,0
763,F,B,N,9,35321509................................,MFMF................,2,88000,1,1,0
764,F,W,N,48,485516..................................,FMF.................,6,308000,1,1,1
767,F,W,N,39,47391509................................,MFMM................,1,35200,1,1,0
768,F,A,N,41,5241....................................,MF..................,1,-6,0,0,0
769,F,W,N,38,453811..................................,MFF.................,1,11000,1,1,0
772,F,W,N,1,37340301................................,MFMF................,2,10000,1,1,0
773,F,W,N,13,4746141305..............................,MFMFF...............,3,176000,1,1,1
775,F,O,O,49,4949....................................,MF..................,2,44000,1,1,0
776,F,W,N,24,2427....................................,FM..................,2,44000,0,1,0
779,F,B,N,46,47252846................................,MFMF................,2,20000,1,1,3
780,F,W,N,55,56552694................................,MFMM................,1,1100,1,1,0
781,F,W,N,50,5041....................................,FM..................,2,22000,1,1,0
782,F,W,N,20,525420..................................,MFF.................,2,14000,1,1,0
783,F,W,N,26,5855302682..............................,MFMFF...............,1,11000,1,1,0
785,F,W,N,66,666727..................................,FMM.................,1,7600,1,1,0
786,F,B,N,58,335851..................................,MFM.................,1,1040,0,1,0
787,F,W,N,23,232322..................................,MFF.................,1,-6,0,0,0
788,F,A,N,57,6557351715..............................,MFMMF...............,2,5000,1,1,0
791,F,O,N,44,4144....................................,MF..................,2,44000,0,1,0
792,F,W,N,28,242823..................................,FFF.................,2,15000,1,1,0
794,F,W,N,37,4337....................................,MF..................,2,33000,1,1,0
796,F,B,N,50,502403..................................,FFF.................,1,1800,0,1,0
797,F,W,O,20,4873212017..............................,FMFFF...............,1,-6,0,1,0
800,F,W,N,39,39......................................,F...................,1,2280,1,1,0
801,F,B,N,32,42322116................................,MFFM................,1,18000,1,1,0
804,F,W,N,7,28300907................................,FMMF................,2,5500,1,1,0
805,F,O,M,28,28330903................................,FMMM................,2,-6,0,0,0
806,F,W,N,50,505016..................................,FMF.................,2,44000,1,1,0
807,F,B,N,34,34......................................,F...................,1,-6,0,0,0
808,F,W,N,66,66......................................,F...................,2,7000,1,1,0
809,F,O,O,1,722704030132............................,MFMFFM..............,2,220000,1,1,0
810,F,W,N,33,33......................................,F...................,1,-6,1,1,0
811,F,W,O,29,29290202................................,FMMM................,2,44000,0,1,0
812,F,W,N,30,300501..................................,FFM.................,1,-6,0,1,0
813,F,W,N,4,587406050404040301......................,FMMFMFFMM...........,2,10375,1,1,0
814,F,W,M,63,3231080563..............................,FMFMF...............,4,22000,1,1,0
815,F,W,N,16,485316..................................,MFF.................,2,176000,1,1,0
816,F,W,N,52,52......................................,F...................,1,6500,0,0,0
823,F,W,N,49,49......................................,F...................,2,44000,0,1,0
824,F,B,N,65,652712..................................,FMF.................,2,5500,1,1,1
825,F,B,N,22,41201102223115..........................,MFMFFFM.............,2,14000,1,1,0
826,F,W,N,68,7168....................................,MF..................,1,28000,1,1,0
827,F,W,N,61,70615073................................,FFMM................,3,9600,1,1,0
828,F,B,M,26,260400..................................,FMM.................,1,-6,0,0,0
831,F,W,M,22,54562522................................,FMMF................,1,5500,0,1,0
833,F,W,N,17,38361717................................,MFMF................,2,44000,0,1,0
834,F,W,N,23,5154323323..............................,FMFMF...............,1,5000,0,1,2
835,F,W,N,12,4846191512..............................,MFMFF...............,1,1200,0,1,0
836,F,W,N,30,323001..................................,MFF.................,1,44000,1,1,0
837,F,B,N,63,63......................................,F...................,2,11000,1,1,0
838,F,O,N,10,31333316141005..........................,MMFMMFM.............,1,22000,0,1,0
845,F,W,N,59,59......................................,F...................,2,1100,0,1,0
846,F,W,N,44,504419..................................,MFM.................,1,44000,1,1,0
847,F,W,N,19,455219..................................,MFF.................,4,352000,1,1,0
850,F,W,O,40,38400603................................,MFMM................,1,-6,1,0,0
851,F,W,M,16,311612090805............................,FFFMMM..............,1,-6,0,1,0
852,F,W,M,61,614138131032290653......................,FMMMMFFMM...........,3,10104,1,1,1
855,F,W,N,31,3731....................................,MF..................,2,44000,0,1,0
857,F,A,N,14,4343161411..............................,MFMFM...............,3,5520,1,1,1
859,F,W,N,14,4138191514..............................,MFMMF...............,1,22000,1,1,0
860,F,W,N,65,6765....................................,MF..................,2,22000,1,1,3
862,F,W,N,67,696731..................................,MFF.................,1,13200,0,1,0
863,F,B,N,5,7544300705..............................,MFFMF...............,2,88000,1,1,3
868,F,W,N,65,6572....................................,FM..................,1,4800,0,1,0
869,F,B,N,42,42......................................,F...................,1,-6,0,0,0
870,F,W,N,36,38360805................................,MFMF................,2,44000,1,1,0
871,F,W,N,65,6965....................................,MF..................,2,5000,1,1,0
873,F,B,N,40,401513..................................,FFM.................,1,-6,0,0,0
877,F,A,N,9,51410954................................,MFFF................,2,12000,0,0,0
